english	translation	category	sub_category	source
Rune platelegs with trim.	トリムのルーンプレートレッグ。	examine	item	Rune platelegs (t)
Rune full helmet with trim.	トリムのルーンフルヘルメット。	examine	item	Rune full helm (t)
Rune kiteshield with trim.	トリムのルーンカイトシールド。	examine	item	Rune kiteshield (t)
Your money or your life!	おかねか、いのちか！	examine	item	Highwayman mask
Parlez-vous francais?	パーレボボブランセ？	examine	item	Blue beret
All for one and one for all!	みんなのためにひとり、ひとりのためにみんな！	examine	item	Tan cavalier
A minimalist's hat.	ミニマリストのぼうし。	examine	item	Red headband
Shiver me timbers!	びくびくする！	examine	item	Pirate's hat
Rune platebody in the colours of Zamorak.	ザモラックのいろのルーンプレートボディ。	examine	item	Zamorak platebody
Rune platelegs in the colours of Zamorak.	ザモラックのいろのルーンプレートレッグ。	examine	item	Zamorak platelegs
Rune full helmet in the colours of Zamorak.	ザモラックのいろのルーンフルヘルメット。	examine	item	Zamorak full helm
Rune kiteshield in the colours of Zamorak.	ザモラックのいろのルーンカイトシールド。	examine	item	Zamorak kiteshield
Rune platebody in the colours of Saradomin.	サラドミンのいろのルーンプレートボディ。	examine	item	Saradomin platebody
Rune platelegs in the colours of Saradomin.	サラドミンのいろのルーンプレートレッグ。	examine	item	Saradomin platelegs
Rune full helmet in the colours of Saradomin.	サラドミンのいろのルーンフルヘルメット。	examine	item	Saradomin full helm
Rune kiteshield in the colours of Saradomin.	サラドミンのいろのルーンカイトシールド。	examine	item	Saradomin kiteshield
Rune platebody in the colours of Guthix.	グーティックスのいろのルーンプレートボディ。	examine	item	Guthix platebody
Rune plate legs in the colours of Guthix.	グーティックスのいろのルーンプレートレッグ。	examine	item	Guthix platelegs
A rune full face helmet in the colours of Guthix.	グーティックスのいろのルーンフルフェイスヘルメット。	examine	item	Guthix full helm
Rune kiteshield in the colours of Guthix.	グーティックスのいろのルーンカイトシールド。	examine	item	Guthix kiteshield
A clue!	いんし！	examine	item	Clue scroll (easy)
Part of the world map, but where?	せかいちずのいちぶだけど、どこ？	examine	item	Clue scroll (easy)
Perhaps someone at the observatory can teach me to navigate?	てんもんだいの だれかが こうかいを おしえてくれるかな？	examine	item	Clue scroll (hard)
I need to solve this!	これをとかさなければならない！	examine	item	Puzzle box (hard)
A key to unlock a treasure chest.	たからばこのロックをあけるためのカギ。	examine	item	Key (medium)
A key to some drawers.	いくつかのひきだしへのカギ。	examine	item	Key (medium)
A key to a chest.	あるむねへのカギ。	examine	item	Key (medium)
I need to answer this correctly.	これにただしくこたえさなければならない。	examine	item	Challenge scroll (medium)
Bones of a recently slain wolf.	さいきんころされたおおかみのほね。	examine	item	Wolf bones
I can make an ogre arrow with these.	これらでオーガのやをつくることができます。	examine	item	Wolfbone arrowtips
These logs are longer than normal.	これらのログはつうじょうよりながい。	examine	item	Achey tree logs
A wooden arrow shaft with four flights attached.	4つのかうのがつきいたもくぶのやのしゃくた。	examine	item	Flighted ogre arrow
A large ogre arrow with a bone tip.	ほねのさきがついただいきなオーガのや。	examine	item	Ogre arrow
A large pair of ogre bellows.	だいきなオーガのふいごのペア。	examine	item	Ogre bellows
A large pair of ogre bellows, it has three loads of swamp gas in it.	だいきなオーガのふいごのペア、それは3つのぬまガスのにをもちつ。	examine	item	Ogre bellows (3)
A large pair of ogre bellows, it has two loads of swamp gas in it.	だいきなオーガのふいごのペア、それは2つのぬまガスのにをもちつ。	examine	item	Ogre bellows (2)
A large pair of ogre bellows, it has one load of swamp gas in it.	だいきなオーガのふいごのペア、それは1つのぬまガスのにをもちつ。	examine	item	Ogre bellows (1)
An inflated toad.	ふくらんだトード。	examine	item	Bloated toad
It might look delicious to an ogre.	オーガにはおいしそうにみえるかもしれない。	examine	item	Cooked chompy
It's really burnt.	ほんとうにこげてる。	examine	item	Ruined chompy
It has been deliciously seasoned to taste wonderful for ogres.	おいしくしおあじをつけて、オーガのためにすばらしいあじわいにされた。	examine	item	Seasoned chompy
More powerful than a normal bow, useful against large game birds.	つうじょうのゆみよりちからがあり、だいきなゲームバードにたいしてやくにたつ。	examine	item	Ogre bow
Book of the elemental shield.	げんそシールドのほん。	examine	item	Battered book
An old battered key (Provides access to the elemental workshop).	ふるいボロボロのカギ（げんそワークショップへのアクセスをていきょう）。	examine	item	Battered key
This is an empty stone bowl.	これはくうのいしのわん。	examine	item	A stone bowl
This is a stone bowl full of lava.	これはマグマでいっぱいのいしのわん。	examine	item	A stone bowl
A magic shield.	まほうのシールド。	examine	item	Elemental shield
It's a bar of refined elemental ore.	せいれんされたげんそこうしゃのぼうだ。	examine	item	Elemental metal
Very stylish!	とてもスタイリッシュ！	examine	item	Grey boots
Some fine werewolf clothing.	いいオオカミになったひとのふく。	examine	item	Grey robe top
Made by werewolves for werewolves.	オオカミになったひとによってオオカミになったひとのためにつくられた。	examine	item	Grey robe bottoms
A replica key made of solid gold.	みっちりしたきんからつくられたレプリカキー。	examine	item	Golden key
A key made of solid Iron (Used in the Priest in Peril quest).	みっちりしたてつからつくられたカギ（プリーストインペリルクエストでつかいう）。	examine	item	Iron key
A replica tinderbox made of solid gold.	みっちりしたきんからつくられたレプリカティンダーボックス。	examine	item	Golden tinderbox
A replica candle made of solid gold.	みっちりしたきんからつくられたレプリカろうそく。	examine	item	Golden candle
A replica pot made of solid gold.	みっちりしたきんからつくられたレプリカなべ。	examine	item	Golden pot
A replica hammer made of solid gold.	みっちりしたきんからつくられたレプリカかなづち。	examine	item	Golden hammer
A replica feather made of solid gold.	みっちりしたきんからつくられたレプリカはね。	examine	item	Golden feather
A replica needle made of solid gold.	みっちりしたきんからつくられたレプリカはり。	examine	item	Golden needle
A silver dagger that can prevent werewolves changing form.	オオカミになったひとがすがたをかえるのをふせぐことができるぎんのダガー。	examine	item	Wolfbane
It's a bucket of murky water.	にごったみずのバケツだ。	examine	item	Murky water
It's a bucket of blessed water.	しゅっぱいされたみずのバケツだ。	examine	item	Blessed water
A foul smelling brew.	わるいにおいのかもし。	examine	item	Moonlight mead
An empty druid pouch.	くうのドルイドのふくろ。	examine	item	Druid pouch
A druid pouch.	ドルイドのふくろ。	examine	item	Druid pouch
Erhhh! It stinks.	ああああ！くさい。	examine	item	Rotten food
It's a silver sickle.	ぎんのかまだ。	examine	item	Silver sickle
It's a blessed silver sickle.	しゅっぱいされたぎんのかまだ。	examine	item	Silver sickle (b)
Used for washing your face, amongst other things.	そのほかのことのちゅうでも、あなたのかおをあらうためにつかいう。	examine	item	Washing bowl
A small mirror, probably used for grooming.	おそらくけいこくためにつかいうちいさなかがみ。	examine	item	Mirror
This must be Filliman Tarlocks personal journal.	これはフィリマンタロックのプライベートシューチョク。	examine	item	Journal
A druidic spell given to you freely by the spirit of Filliman Tarlock.	フィリマンタロックのせいれいによってあなたにじゆうにあたえられたドルイドのじゅふく。	examine	item	Druidic spell
A used druidic spell given to you freely by the spirit of Filliman Tarlock.	フィリマンタロックのせいれいによってあなたにじゆうにあたえられたつかわれたドルイドのじゅふく。	examine	item	A used spell
A mushroom from the swamps of Mort Myre.	モートマイアのぬまからのきのこ。	examine	item	Mort myre fungus
A cutting from a budding branch.	つぼみをつけたえだからのきりとり。	examine	item	Mort myre stem
A pear picked from a dying bush in Mort Myre.	モートマイアのしにかけているやぶからえらびんだなし。	examine	item	Mort myre pear
Used to make sickles.	かまをつくるためにつかいう。	examine	item	Sickle mould
A symbol of your chompy bird hunting prowess: Ogre Bowman (30 kills)	あなたのチョンピーバードかりのぎのしるしごう：オーガボウマン（30ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Bowman (40 kills)	あなたのチョンピーバードかりのぎのしるしごう：ボウマン（40ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Ogre Yeoman (50 kills)	あなたのチョンピーバードかりのぎのしるしごう：オーガイェオマン（50ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Yeoman (70 kills)	あなたのチョンピーバードかりのぎのしるしごう：イェオマン（70ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Ogre Marksman (95 kills)	あなたのチョンピーバードかりのぎのしるしごう：オーガマークスマン（95ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Marksman (125 kills)	あなたのチョンピーバードかりのぎのしるしごう：マークスマン（125ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Ogre Woodsman (170 kills)	あなたのチョンピーバードかりのぎのしるしごう：オーガウッズマン（170ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Woodsman (225 kills)	あなたのチョンピーバードかりのぎのしるしごう：ウッズマン（225ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Ogre Forester (300 kills)	あなたのチョンピーバードかりのぎのしるしごう：オーガフォレスター（300ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Forester (400 kills)	あなたのチョンピーバードかりのぎのしるしごう：フォレスター（400ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Ogre Bowmaster (550 kills)	あなたのチョンピーバードかりのぎのしるしごう：オーガボウマスター（550ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Bowmaster (700 kills)	あなたのチョンピーバードかりのぎのしるしごう：ボウマスター（700ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Ogre Expert (1,000 kills)	あなたのチョンピーバードかりのぎのしるしごう：オーガエキスパート（1000ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Expert (1,300 kills)	あなたのチョンピーバードかりのぎのしるしごう：エキスパート（1300ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Ogre Dragon Archer (1,700 kills)	あなたのチョンピーバードかりのぎのしるしごう：オーガドラゴンアーチャー（1700ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Dragon Archer (2,250 kills)	あなたのチョンピーバードかりのぎのしるしごう：ドラゴンアーチャー（2250ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Expert Ogre Dragon Archer (3,000 kills)	あなたのチョンピーバードかりのぎのしるしごう：エキスパートオーガドラゴンアーチャー（3000ころし）。	examine	item	Chompy bird hat
A symbol of your chompy bird hunting prowess: Expert Dragon Archer (4,000 kills)	あなたのチョンピーバードかりのぎのしるしごう：エキスパートドラゴンアーチャー（4000ころし）。	examine	item	Chompy bird hat
I can exchange these for further experience or items.	これらをさらなるけいけんまたはアイテムとこうかんできます。	examine	item	Agility arena ticket
You should see the shark...	あなたはサメをみるべき...	examine	item	Pirate's hook
I need another ingredient to finish this Toadflax potion.	このトードフラックスポーションをしあげるために、もうひとつのざいりょうがひつよう。	examine	item	Toadflax potion (unf)
I need another ingredient to finish this Snapdragon potion.	このスナップドラゴンポーションをしあげるために、もうひとつのざいりょうがひつよう。	examine	item	Snapdragon potion (unf)
A firework potion; this'll look pretty!	はなびのポーション；これはきれい！	examine	item	Firework
4 doses of energy potion.	えねるぎーポーションの4ふく。	examine	item	Energy potion(4)
3 doses of energy potion.	えねるぎーポーションの3ふく。	examine	item	Energy potion(3)
2 doses of energy potion.	えねるぎーポーションの2ふく。	examine	item	Energy potion(2)
1 dose of energy potion.	えねるぎーポーションの1ふく。	examine	item	Energy potion(1)
4 doses of super energy potion.	スーパーえねるぎーポーションの4ふく。	examine	item	Super energy(4)
3 doses of super energy potion.	スーパーえねるぎーポーションの3ふく。	examine	item	Super energy(3)
2 doses of super energy potion.	スーパーえねるぎーポーションの2ふく。	examine	item	Super energy(2)
1 dose of super energy potion.	スーパーえねるぎーポーションの1ふく。	examine	item	Super energy(1)
4 doses of super restore potion.	スーパーかいふくポーションの4ふく。	examine	item	Super restore(4)
3 doses of super restore potion.	スーパーかいふくポーションの3ふく。	examine	item	Super restore(3)
2 doses of super restore potion.	スーパーかいふくポーションの2ふく。	examine	item	Super restore(2)
1 dose of super restore potion.	スーパーかいふくポーションの1ふく。	examine	item	Super restore(1)
4 doses of Agility potion.	すばやさポーションの4ふく。	examine	item	Agility potion(4)
3 doses of Agility potion.	すばやさポーションの3ふく。	examine	item	Agility potion(3)
2 doses of Agility potion.	すばやさポーションの2ふく。	examine	item	Agility potion(2)
1 dose of Agility potion.	すばやさポーションの1ふく。	examine	item	Agility potion(1)
4 doses of Magic potion.	まほうポーションの4ふく。	examine	item	Magic potion(4)
3 doses of Magic potion.	まほうポーションの3ふく。	examine	item	Magic potion(3)
2 doses of Magic potion.	まほうポーションの2ふく。	examine	item	Magic potion(2)
1 dose of Magic potion.	まほうポーションの1ふく。	examine	item	Magic potion(1)
A mime would wear this.	マイムはこれをきるだろう。	examine	item	Mime mask
A mime would wear these.	マイムはこれらをきるだろう。	examine	item	Mime legs
It seems to be humming...	ハミングしているようだ...	examine	item	Strange box
A deadly throwing dart with a black tip.	くろいさきがついたちめいてきななげダーツ。	examine	item	Black dart
A deadly poisoned dart with a black tip.	くろいさきがついたちめいてきなどくダーツ。	examine	item	Black dart(p)
A set of fighting claws.	せんとうつめのセット。	examine	item	Bronze claws
The combination to Burthorpe Castle's equipment room.	バルソープしろのきうつわしつへのくみあわせ。	examine	item	Combination
The guard wrote the IOU on the back of some paper.	ばんにんがかみのうらにあいおーゆーをかいた。	examine	item	Iou
This map shows the secret way up to Death Plateau.	このちずはデスプラトーへのひみつのほうほうをしめしす。	examine	item	Secret way map
Boots made for climbing.	のぼりようにつくられたブーツ。	examine	item	Climbing boots
Climbing boots with spikes.	スパイクのついたのぼりブーツ。	examine	item	Spiked boots
Place on the stone mechanism in the right order to open the door.	ドアを あけるために いしの しかけに ただしい じゅんばんで おく。	examine	item	Stone ball
Entrance certificate to the Imperial Guard.	インペリアルガードへのいりくちしょうめい。	examine	item	Certificate
A solid stone shield.	かたいいしのシールド。	examine	item	Granite shield
Large glistening bones which glow with a pale yellow aura.	かすかなきいろいおうもうがひかりるだいきなてかてかのほね。	examine	item	Shaikahan bones
Fairly big bones which smell distinctly of Jogre.	あかりらかにジョーグのにおいがするそうあたりなだいきさのほね。	examine	item	Jogre bones
These blackened Jogre bones have been somehow burnt.	これらのくろくなったジョーグのほねはなんらかのかたちでやきけた。	examine	item	Burnt jogre bones
Burnt Jogre bones smothered with raw Karambwanji Paste.	なまのカラムブワンジペーストでおおわれたやきけたジョーグのほね。	examine	item	Pasty jogre bones
Burnt Jogre bones smothered with cooked Karambwanji paste.	くわえねつしたカラムブワンジペーストでおおわれたやきけたジョーグのほね。	examine	item	Pasty jogre bones
Burnt Jogre bones marinated in a lovely Karambwanji sauce. Perfect.	すばらしいカラムブワンジソースでマリネにしたやきけたジョーグのほね。パーフェクト。	examine	item	Marinated j' bones
Jogre bones smothered with raw Karambwanji paste.	なまのカラムブワンジペーストでおおわれたジョーグのほね。	examine	item	Pasty jogre bones
Jogre bones smothered with cooked Karambwanji paste.	くわえねつしたカラムブワンジペーストでおおわれたジョーグのほね。	examine	item	Pasty jogre bones
Jogre Bones marinated in Karambwanji sauce. Not quite right.	カラムブワンジソースでマリネにしたジョーグのほね。まあまあ。	examine	item	Marinated j' bones
The key to the troll prison (Used in the Troll Stronghold quest).	トロールかんごくへのカギ（トロールストロングホールドクエストでつかいう）。	examine	item	Prison key
The key to Godric's cell in the troll prison (Used in the Troll Stronghold quest).	トロールかんごくのゴドリックのセルへのカギ（トロールストロングホールドクエストでつかいう）。	examine	item	Cell key 1
The key to Mad Eadgar's cell in the troll prison (Used in the Troll Stronghold quest).	トロールかんごくのマッドイードガーのセルへのカギ（トロールストロングホールドクエストでつかいう）。	examine	item	Cell key 2
How am I supposed to eat that?!	これ どうやって たべるの？！	examine	item	Potato cactus
A raw green octopus.	なまのみどりのタコ。	examine	item	Raw karambwan
Cooked octopus. It looks very nutritious.	くわえねつしたタコ。えいようがある。	examine	item	Cooked karambwan
Cooked octopus. It looks poorly cooked and quite dangerous.	くわえねつしたタコ。くわえねつがあくて、かなりきけん。	examine	item	Poison karambwan
Cooked octopus. It looks a little suspect.	くわえねつしたタコ。ちょっとうたがわしい。	examine	item	Cooked karambwan
Burnt octopus.	やきけたタコ。	examine	item	Burnt karambwan
Small brightly coloured tropical fish.	ちいさなあかりるいいろのトロピカルフィッシュ。	examine	item	Raw karambwanji
Freshly made octopus paste.	しんしくつくられたタコペースト。	examine	item	Karambwan paste
Freshly made octopus paste. This smells quite nauseating.	しんしくつくられたタコペースト。これはかなりふかい。	examine	item	Karambwan paste
This paste smells of raw fish.	このペーストはなまのさかなのにおいがする。	examine	item	Karambwanji paste
This paste smells of cooked fish.	このペーストはくわえねつしたさかなのにおいがする。	examine	item	Karambwanji paste
A wide bodied and thin necked vessel, encrusted with sea salt.	ひろいからだとほそいくびのようき、うみのしおでこびりついた。	examine	item	Karambwan vessel
This Karambwan Vessel is loaded with Karambwanji.	このカラムブワンのようきはカラムブワンジでまんたされた。	examine	item	Karambwan vessel
A set of instructions explaining how to construct a Karambwan vessel.	カラムブワンようきをけんせつするほうほうをせつめいするせつめいのセット。	examine	item	Crafting manual
You swear you had more than three slices before.	あなたはまえに3ついじょうのスライスをもちっていたとちかう。	examine	item	Sliced banana
The Karamjan rum has slices of banana floating in it.	カラムジャンラムのちゅうにバナナスライスがういている。	examine	item	Karamjan rum
A banana has been stuffed into the neck of this bottle.	バナナはこのびんのくびにつめられた。	examine	item	Karamjan rum
It's the body of a dead monkey.	しんださるのからだだ。	examine	item	Monkey corpse
It's the skin of a (hopefully) dead monkey.	（のぞまくば）しんださるのはだだ。	examine	item	Monkey skin
A 'Seaweed in Monkey Skin' sandwich. Perfect for statue repair.	『さるのはだのかいそう』サンドウィッチ。ぞうのしゅうりにかんぺき。	examine	item	Seaweed sandwich
A body of a dead monkey, tastefully stuffed with seaweed.	あじよくかいそうでつめられたしんださるのからだ。	examine	item	Stuffed monkey
A Karambwan poisoned bronze tipped spear.	カラムブワンどくせいのブロンズのさきがついたやり。	examine	item	Bronze spear(kp)
A Karambwan poisoned iron tipped spear.	カラムブワンどくせいのてつのさきがついたやり。	examine	item	Iron spear(kp)
A Karambwan poisoned steel tipped spear.	カラムブワンどくせいのスチールのさきがついたやり。	examine	item	Steel spear(kp)
A Karambwan poisoned mithril tipped spear.	カラムブワンどくせいのミスリルのさきがついたやり。	examine	item	Mithril spear(kp)
A Karambwan poisoned adamantite tipped spear.	カラムブワンどくせいのアダマンタイトのさきがついたやり。	examine	item	Adamant spear(kp)
A Karambwan poisoned rune tipped spear.	カラムブワンどくせいのルーンのさきがついたやり。	examine	item	Rune spear(kp)
A Karambwan poisoned dragon tipped spear.	カラムブワンどくせいのドラゴンのさきがついたやり。	examine	item	Dragon spear(kp)
These are smallish monkey bones.	これらはちいさなさるのほね。	examine	item	Small ninja monkey bones
These are medium sized monkey bones.	これらはちゅうがたのさるのほね。	examine	item	Medium ninja monkey bones
These are quite large ape bones.	これらはかなりだいきなえんえきのほね。	examine	item	Gorilla bones
These are small monkey bones.	これらはちいさなさるのほね。	examine	item	Monkey bones
These are smallish monkey bones. They smell extremely nauseating.	これらはちいさなさるのほね。かれらはきわめてふかい。	examine	item	Small zombie monkey bones
They seem to shake slightly... It might be a good idea to bury them.	かれらはちょっとゆさぶられているようだ...うめるのはいいかんがえ。	examine	item	Bones
A spirit soaked piece of silk which can be used to remove poison.	どくを とりのぞくのに つかえる せいれいに ひたした きぬだ。	examine	item	Cleaning cloth
A bronze halberd.	ブロンズハルバード。	examine	item	Bronze halberd
An iron halberd.	てつのハルバード。	examine	item	Iron halberd
A steel halberd.	スチールハルバード。	examine	item	Steel halberd
A black halberd.	くろいハルバード。	examine	item	Black halberd
A mithril halberd.	ミスリルハルバード。	examine	item	Mithril halberd
An adamant halberd.	アダマントハルバード。	examine	item	Adamant halberd
A rune halberd.	ルーンハルバード。	examine	item	Rune halberd
A dragon halberd.	ドラゴンハルバード。	examine	item	Dragon halberd
A summons from King Lathas.	キングラサスからのしょうかん。	examine	item	King's message
A letter for King Lathas from Lord Iorwerth.	ロードイオウウェルスからキングラサスへのてがみ。	examine	item	Iorwerth's message
Lord Iorwerth's crystal pendant.	ロードイオウウェルスのクリスタルペンダント。	examine	item	Crystal pendant
A piece of sulphur formation.	イオウかたちなりのいちかた。	examine	item	Sulphur
Some limestone.	いくつかのせっかいがん。	examine	item	Limestone
Some quicklime.	いくつかのきえいしはい。	examine	item	Quicklime
A pot of ground quicklime.	ひいたきえいしはいのなべ。	examine	item	Pot of quicklime
A pile of ground sulphur.	ひいたイオウのやま。	examine	item	Ground sulphur
An empty barrel.	くうのたる。	examine	item	Barrel
A barrel full of fire oil.	ひのあぶらでいっぱいのたる。	examine	item	Barrel bomb
A fused barrel full of fire oil.	ひのあぶらでいっぱいのせつあわせたる。	examine	item	Barrel bomb
A barrel full of coal tar.	コールタールでいっぱいのたる。	examine	item	Barrel of coal tar
A barrel full of naphtha.	ナフサでいっぱいのたる。	examine	item	Barrel of naphtha
A barrel full of naphtha and sulphur.	ナフサとイオウでいっぱいのたる。	examine	item	Naphtha mix
A barrel full of naphtha and quicklime.	ナフサときえいしはいでいっぱいのたる。	examine	item	Naphtha mix
A strip of cloth.	ぬのストリップ。	examine	item	Strip of cloth
Might taste better cooked.	くわえねつしたほうがよいあじわい。	examine	item	Raw rabbit
A book by Mel Achy.	メルアッキーのほん。	examine	item	Big book of bangs
An alchemy symbol	れんきんしるしごう。	examine	item	Symbol
Bark from a hollow tree.	くうどうのきからのじゅひ。	examine	item	Bark
One of Gielinor's many citizens.	ギエリノルのおおいくのしみんのひとり。	examine	item	Man
He grows the crops.	かれはさくものをそだつ。	examine	item	Farmer
Not very fashion conscious.	ファッションにそれほどいしきてきでない。	examine	item	Warrior woman
Rogueish.	ならずもの。	examine	item	Rogue
He tries to keep order.	かれはちつじょをほつためにためしむ。	examine	item	Guard
A knight in fancy armour.	ごうかなアーマーのきし。	examine	item	Knight
Watches stuff...but who watches him?	もののををみる...しかしだれがかれをみるか？	examine	item	Watchman
A holy warrior.	せいなるせんし。	examine	item	Paladin
Looks like a gnome to me.	わたしにはノームのようにみえる。	examine	item	Gnome
Heroic!	えいゆうてき！	examine	item	Hero
A pale, tough looking herb.	あわい、タフなハーブ。	examine	item	Goutweed
It's tough and spiky.	ごつごつしていてとげとげしい。	examine	item	Troll thistle
It'll be easier to grind now.	ひくことがいま、もっとかんたん。	examine	item	Dried thistle
It's ready for mixing.	ぜんぶこぜるじゅんびができている。	examine	item	Ground thistle
It's part of Eadgar's plan.	これはえどがーのけいかくのいちぶだ。	examine	item	Troll potion
It's rather drunk.	かなりよってる。	examine	item	Drunk parrot
It's dirty and smelly.	きたなくて、くさい。	examine	item	Dirty robe
It's good enough to fool a troll.	トロールをだますのにじゅうぶんだ。	examine	item	Fake man
The key to the Troll storeroom (Used in the Eadgar's Ruse quest).	トロールたぞうしつへのカギ（イードガーのロクスクエストでつかいう）。	examine	item	Storeroom key
Pineapple chunks dipped in strong liquor.	きょういさけにひたしたパイナップルチャンク。	examine	item	Alco-chunks
A compost bin.	こんぽすとのゴミばこ。	examine	item	Compost bin
A Slayer monster.	スレイヤーモンスター。	examine	item	Cave kraken
That used to be a vampyre!	それはもとバンパイアでした！	examine	item	Vampyre dust
A marshy coloured snail shell helmet.	ぬまいろのかたつむりシェルヘルメット。	examine	item	Myre snelm
A red and black Snail shell helmet.	あかとくろのかたつむりシェルヘルメット。	examine	item	Blood'n'tar snelm
A muddy yellow snail shell helmet.	どろどろのきいろいかたつむりシェルヘルメット。	examine	item	Ochre snelm
A moody blue snail shell helmet.	きぶんがあくいあおいかたつむりシェルヘルメット。	examine	item	Bruise blue snelm
An orange and bark coloured snail shell helmet.	だいだいいろとふきいろのかたつむりシェルヘルメット。	examine	item	Broken bark snelm
A swamp coloured pointed snail shell helmet.	いろどった かぶと.	examine	item	Myre snelm
A red and black pointed snail shell helmet.	あかい と くろい かぶと.	examine	item	Blood'n'tar snelm
A muddy yellow coloured pointed snail shell helmet.	きいろい いろどった かぶと.	examine	item	Ochre snelm
A moody blue pointed snail shell helmet.	あおい かぶと.	examine	item	Bruise blue snelm
A large 'Myre' coloured blamish snail shell, looks protective.	だいきな『マイア』いろのぶらみしかたつむりシェル、ほごてき。	examine	item	Blamish myre shell
A large red and black blamish snail shell, looks protective.	だいきなあかとくろのぶらみしかたつむりシェル、ほごてき。	examine	item	Blamish red shell
A large muddy yellow coloured blamish snail shell, looks protective.	だいきなどろどろのきいろいぶらみしかたつむりシェル、ほごてき。	examine	item	Blamish ochre shell
A large blue coloured blamish snail shell, looks protective.	だいきなあおいぶらみしかたつむりシェル、ほごてき。	examine	item	Blamish blue shell
A large bark coloured blamish snail shell, looks protective.	だいきなふきいろのぶらみしかたつむりシェル、ほごてき。	examine	item	Blamish bark shell
A large red coloured blamish snail shell, looks protective.	だいきなあかいぶらみしかたつむりシェル、ほごてき。	examine	item	Blamish red shell
A large ochre coloured blamish snail shell, looks protective.	だいきなおうきゃくいろのぶらみしかたつむりシェル、ほごてき。	examine	item	Blamish ochre shell
The thin, slimy corpse of a deceased giant snail.	しんだきょだいなかたつむりのうすい、ぬるぬるのしがい。	examine	item	Thin snail
The lean, slimy corpse of a deceased giant snail.	しんだきょだいなかたつむりのやせた、ぬるぬるのしがい。	examine	item	Lean snail
The fat, slimy corpse of a deceased giant snail.	しんだきょだいなかたつむりのあぶらぼうのおおい、ぬるぬるのしがい。	examine	item	Fat snail
A succulently slimy slice of sumptuous snail.	ぜいたくなかたつむりのおいしくしるのおおい、ぬるぬるのスライス。	examine	item	Thin snail meat
A slightly super-saute'ed snail.	ちょっとちょうソテーされたかたつむり。	examine	item	Burnt snail
An empty sample bottle.	くうのサンプルボトル。	examine	item	Sample bottle
A slime covered eel - yuck!	スライムでおおわれたうなぎ、げっぷ！	examine	item	Raw slimy eel
A cooked slimy eel - not delicious, but pretty nutritious.	くわえねつしたぬるぬるのうなぎ、おいしくはないけど、かなりえいよう。	examine	item	Cooked slimy eel
It looks like it's seen one too many fires.	それは1つおおいくのひをみたようだ。	examine	item	Burnt eel
A wooden helmet.	もくのヘルメット。	examine	item	Splitbark helm
Provides good protection.	いいほごをていきょうする。	examine	item	Splitbark body
These should protect my legs.	これらはわたしのあしをほごするべき。	examine	item	Splitbark legs
These should keep my hands safe.	これらはわたしのてをあんぜんにほつべき。	examine	item	Splitbark gauntlets
Wooden foot protection.	もくのあしのほご。	examine	item	Splitbark boots
A diary belonging to Herbi Flax.	ハービフラックスにぞくするシューチョク。	examine	item	Diary
The remains of a deadly shade.	ちめいてきなかげののこりし。	examine	item	Loar remains
I need another ingredient to finish this potion.	このポーションをしあげるために、もうひとつのざいりょうがひつよう。	examine	item	Unfinished potion
4 doses serum 207 as described in Herbi Flax's diary.	ハービフラックスのシューチョクでせつめいされる4ようりょうのちえき207。	examine	item	Serum 207 (4)
3 doses serum 207 as described in Herbi Flax's diary.	ハービフラックスのシューチョクでせつめいされる3ようりょうのちえき207。	examine	item	Serum 207 (3)
2 doses serum 207 as described in Herbi Flax's diary.	ハービフラックスのシューチョクでせつめいされる2ようりょうのちえき207。	examine	item	Serum 207 (2)
1 dose serum 207 as described in Herbi Flax's diary.	ハービフラックスのシューチョクでせつめいされる1ようりょうのちえき207。	examine	item	Serum 207 (1)
4 doses permanent serum 208 as described in Herbi Flax's diary.	ハービフラックスのシューチョクでせつめいされる4ようりょうのえいきゅうてきなちえき208。	examine	item	Serum 208 (4)
3 doses permanent serum 208 as described in Herbi Flax's diary.	ハービフラックスのシューチョクでせつめいされる3ようりょうのえいきゅうてきなちえき208。	examine	item	Serum 208 (3)
