english	translation	category	sub_category	source
There must be an exit nearby.	そこしなければならないであるでぐち。	examine	object	Exit Sign
It's probably too risky to try pulling this.	たぶんあまりにへためすこれ。	examine	object	Lever
This table has crafting paraphernalia on it.	これテーブルあるのじょうにこれ。	examine	object	Crafting Stall
This table has ripe bananas on show.	これテーブルあるのじょうにしめす。	examine	object	Food Stall
This table has items of a general nature on it.	これテーブルあるののじょうにこれ。	examine	object	General Stall
This table has runes on display.	これテーブルあるのじょうに。	examine	object	Magic Stall
This table has a scimitar on it.	これテーブルあるのじょうにこれ。	examine	object	Scimitar Stall
Human sieve creation.	こらんだーのようなにんげんをつくる。	examine	object	Floor spikes
The Saradomin Team Standard.	サラドミンチーム。	examine	object	Saradomin Standard
The Zamorak Team Standard.	ザモラックチーム。	examine	object	Zamorak Standard
It's on fire!	のじょうにひ!!	examine	object	Catapult
It looks cramped and dark.	これみえるとくらい。	examine	object	Cart tunnel
This cart is blocking the way up the ridge.	これうえ。	examine	object	Mine cart
These stairs seem to have been hewn out of the rock itself.	かいだんみえるへあるいたそとのいわ。	examine	object	Stairs
A valve to start and stop the flow of water.	へはじめるととめるのみず。	examine	object	Water Valve
Shiny!	ぴかぴかした!!	examine	object	Crystal outcrop
It's blocking the tunnel, but it looks dark down there anyway.	しかしこれみえるくらいしたそこ。	examine	object	Mine cart
A bizarre fungus.  It emits a pale blue light.	これあおいひかり。	examine	object	Glowing fungus
If that wasn't there I'd probably be a lot flatter now.	もしあれではなかったそこたぶんである。	examine	object	Ceiling support
It prevents the wall unceremoniously squashing people.	これかべひとびと。	examine	object	Wall support
It looks like it's water powered.	it's water poweredのようだ。	examine	object	Lift
It's a little waterlogged.  I hope it still works.	ちいさい。わたしこれまだはたらく。	examine	object	Lift
It doesn't look very watertight.  Any contents will be ruined.	これないみえるとても。である。	examine	object	Crate
A sunken mine cart, how useful.	sunken mine cart, how usefulだ。	examine	object	Mine cart
This displays information on how the points on this level are set.	これのじょうにどうのじょうにこれおいた。	examine	object	Points settings
It has the letter 'B' inscribed on the end.	これあるのじょうに。	examine	object	Lever
It has the letter 'A' inscribed on the end.	これあるのじょうに。	examine	object	Lever
It has the letter 'C' inscribed on the end.	これあるのじょうに。	examine	object	Lever
It has the letter 'D' inscribed on the end.	これあるのじょうに。	examine	object	Lever
It has the letter 'E' inscribed on the end.	これあるのじょうに。	examine	object	Lever
It has the letter 'I' inscribed on the end.	これあるのじょうに。	examine	object	Lever
It has the letter 'J' inscribed on the end.	これあるのじょうに。	examine	object	Lever
It has the letter 'K' inscribed on the end.	これあるのじょうに。	examine	object	Lever
I think this changes one of the sets of points.	わたしこれかわるのおくの。	examine	object	Lever
It has the letter 'F' inscribed on the end.	これあるのじょうに。	examine	object	Lever
It has the letter 'G' inscribed on the end.	これあるのじょうに。	examine	object	Lever
It has the letter 'H' inscribed on the end.	これあるのじょうに。	examine	object	Lever
Useful for moving items around the mine.	のまわり。	examine	object	Mine cart
A fully-grown herb.	おとなまでおおきくなったしょうぶつだ。	examine	object	Herbs
Tickle his funny bone.	かれのほね。	examine	object	Corpse
Clearly has been relaxing too long....	あるいたあまりにながい...	examine	object	Corpse
This cave has been boarded up.	これあなあるいたうえ。	examine	object	Wooden boards
Useful for passing over inaccessible areas.	うえの。	examine	object	Rope bridge
These flowers only grow in one place in the mountains.	だけそだつにばしょに。	examine	object	Rare Flowers
Looks like small cave.	small caveのようだ。	examine	object	Cave entrance
Looks dark...	みえるくらい...	examine	object	Tunnel
It's too dangerous to go down here by foot...	あまりにあぶないへいくしたここで...	examine	object	Slope
A split in the cave wall...	にあなかべ...	examine	object	Crevasse
A large ice covered boulder.	おおきいこおりのおおわれた。	examine	object	Ice covered boulder
An ice covered boulder.	こおりのおおわれた。	examine	object	Ice covered boulder
A small ice covered boulder.	ちいさいこおりのおおわれた。	examine	object	Ice covered boulder
A huge ice gate.	こおりのもん。	examine	object	Ice gate
An interesting-looking tree.	interesting-looking きだ。	examine	object	Tree
A small cave entrance.	ちいさいあないりぐち。	examine	object	Cave entrance
Tooth shaped limestones, growing from the floor upward.	からゆか。	examine	object	Stalagmites
Tooth shaped rock formations protruding from the floor.	いわからゆか。	examine	object	Stalagmite
A dirty little swamp boat.	きたないちいさいぬま。	examine	object	Swamp Boaty
If it had paint on it, you'd probably watch it dry.	もしこれあったのじょうにこれ,たぶんみはるこれかわいた。	examine	object	Wall
These doors look very ominous.	みえるとても。	examine	object	Wooden doors
These doors seem to lead underground.	みえるへみちびく。	examine	object	Wooden doors
A large pillar.	おおきい。	examine	object	Pillar
A watermill, how charming.	watermill, how charmingだ。	examine	object	Painting
A sunset.	ゆうやけのえだ。	examine	object	Painting
A view of mountains.	の。	examine	object	Painting
A river winding through a valley.	かわをとおりじてたに。	examine	object	Painting
'A Beginner's Guide to Killing Things', by Ali Morrisane.	'A Beginner's Guide to Killing Things', by Ali Morrisane。	examine	object	Combat Scroll
Where there's smoke, there's pollution.	どこけむり,。	examine	object	Smoking vent
It's venting.	べっきをだしている。	examine	object	Smoking vent
Unregulated carbon emissions - how irresponsible!	どう!	examine	object	Chimney
Decorated in the colours of Varrock.	Decorated in the colours of Varrock。	examine	object	Shield
Small wooden boxes.	ちいさいもくせいの。	examine	object	Boxes
Gielinor, land of a thousand barrels.	Gielinor, land of a thousand barrels。	examine	object	Barrel
Somewhere there's a very busy cooper.	とても。	examine	object	Barrel
A statue of a big monster.	のおおきいバケモノ。	examine	object	Statue
A splendid barrel.	たる。	examine	object	Barrel
A pretty fountain.	きれいな。	examine	object	Fountain
A plant.	しょくぶつ。	examine	object	Fern
A little orange flower.	ちいさいはな。	examine	object	Rosemary
Lonely as a cloud.	としてくも。	examine	object	Daffodils
The bluebells are coming!	!	examine	object	Bluebells
A great big sunny flower.	おおきいはな。	examine	object	Sunflower
Lovely flowers.	かわいいはなだ。	examine	object	Marigolds
They smell lovely.	かれら。	examine	object	Roses
Great big sunny flowers.	おおきい。	examine	object	Sunflowers
They mark a square.	かれらしかくい。	examine	object	Boundary stones
Would probably not stop a charging rhinoceros.	たぶんないとめる。	examine	object	Wooden fence
Very rural.	とても。	examine	object	Stone wall
A little bleak.	ちいさい。	examine	object	Iron railings
A pile of garden canes.	のにわ。	examine	object	Pile of canes
There's no way to cross this bridge.	いいえへこれはし。	examine	object	Bridge
An old grandfather clock.	ふるい。	examine	object	Clock
A closed chest.	とじているたからばこ。	examine	object	Chest
An open chest.	あいているたからばこ。	examine	object	Chest
There is a note pinned to the signpost.	そこへ。	examine	object	Signpost
It looks like it needs a good sweep out.	it needs a good sweep outのようだ。	examine	object	Fireplace
Bookish.	ほんのような。	examine	object	Bookcase
A large, elaborately ornamented memorial stone.	おおきい,いし。	examine	object	Memorial
A grave, marked by an ostentatious memorial stone.	でいし。	examine	object	Grave
A poor grave marked by a simple, wooden cross.	まずしいでもくせいの。	examine	object	Grave
The entrance to an extravagantly decorated mausoleum.	いりぐちへ。	examine	object	Entrance
The door to the Tower.	ドアへやぐら。	examine	object	Door
The door to the garden shed.	ドアへにわ。	examine	object	Door
At some point the lightning conductor has broken, rendering it useless.	でいくつかいなずまあるこれ。	examine	object	Lightning conductor
A shocking piece of kit.	ぶちの。	examine	object	Lightning conductor
Mmm.. scented candles.	ああ、かおりろうそくだ。	examine	object	Fireplace surround
Looks wooden. Feels wooden. I wonder is it wooden?	みえるもくせいの。かんじるもくせいの。わたしふしぎにおもうこれもくせいの??	examine	object	Door
Dangerous, someone could trip on them.	あぶない,だれかことができたのじょうにかれら。	examine	object	Pile of bricks
Formed over many years of dripping limestone.	うえのおおくの。	examine	object	Column
A well slept in bed.	いどねたにベッド。	examine	object	Bed
It looks like a tree made of crystal.	a tree made of crystalのようだ。	examine	object	Crystal growth
Looks to me like a quickly built fire.	みえるへわたしのようなたてたひ。	examine	object	Fire
I wish I could sting other people.	ほかのひとを させたらいいのに。	examine	object	Nettles
Probably feels like a mild bee sting.	たぶんかんじるのような。	examine	object	Nettles
I wouldn't like to get stung.	わたしだろうのようなへなる。	examine	object	Nettles
Dock leaves at the ready.	のこすで。	examine	object	Nettles
Nettles sting my leggies.	わたしの。	examine	object	Nettles
These may hurt.	かもしれない。	examine	object	Nettles
Dead palm leaves.	しんでいるのこす。	examine	object	Leaves
A wooden rowing boat.	もくせいの。	examine	object	Boat
One horse power, wooden suspension. A beauty.	うまもくせいの	examine	object	Cart
A wooden wheelbarrow.	もくせいの。	examine	object	Wheelbarrow
Looks like he's been dead a while now...	he's been dead a while nowのようだ。	examine	object	Skeleton
I don't think he'd mind us checking for his wallet now...	わたしないわたしたちかれの...	examine	object	Skeleton
I'm sure he died of natural causes.  Like a massive dragon or something...	かれしんだのしぜんの。のようなりゅうまたは...	examine	object	Skeleton
Holds up the sails.	もつうえ。	examine	object	Mast
Doesn't look too good...	ないみえるあまりにいい...	examine	object	Market stall
Looks a bit empty.	みえるからの。	examine	object	Market stall
It's been knocked off its hinges.	いたそれの。	examine	object	Broken Door
The finest rings.	もっともよいゆびわだ。	examine	object	Jewellery stall
Stops people getting out.	とめるひとびとそと。	examine	object	Door
It's a lectern.	こうしだいだ。	examine	object	Lectern
Isn't Heather a girls' name?	ではない?	examine	object	Heather
A purple haze of delight.	むらさきのの。	examine	object	Heather
The colour purple on stems.	むらさきののじょうに。	examine	object	Heather
I ponder... Why is it purple?	わたし。なぜこれむらさきの??	examine	object	Heather
A cure for nettle stings.	いらくさのしがみをなおすだ。	examine	object	Dock leaf plant
Cave exit.	どうくつのでぐちだ。	examine	object	Cave
A suit of armour with a Varrock shield.	のとたて。	examine	object	Suit of armour
I don't know art, but I like it!	わたしないしるしかしわたしのようなこれ!!	examine	object	Hanging tapestry
Aggie's cooking something, probably best not to think what...	たぶんもっともいいないへ...	examine	object	Aggie's Cauldron
Aggie's broomstick.	アギーのほうきだ。	examine	object	Broom
Aggie has already dyed this cloth.	あるすでにこれぬの。	examine	object	Cloth
A thoroughly used bed.	つかったベッド。	examine	object	Bed
A lovely comfy-looking big bed.	おおきいベッド。	examine	object	Bed
The remains of a stone wall.	のこるのいしかべ。	examine	object	Dry stone wall
An home for chickens.	とりのすみかだ。	examine	object	Coop
A lovely chicken coop.	にわとり。	examine	object	Coop
Full of animal feed.	いっぱいののどうぶつ。	examine	object	Sack
A traveller's companion.	たびびとのともだちだ。	examine	object	Cart
Loaded with hay and ready to roll.	ととへ。	examine	object	Cart
Someone's been chopping logs.	Someone's been chopping logs。	examine	object	Logs
The river makes it spin.	かわこれまわす。	examine	object	Water wheel
I'd better not get my hands trapped in that.	もっといいないなるわたしのにあれ。	examine	object	Water wheel
Diango's Toy Stall.	みせ。	examine	object	Toy Stall
A barrel for collecting rain water.	たるあめみず。	examine	object	Water Barrel
A rock.	いわ。	examine	object	Rock
A small rock.	ちいさいいわ。	examine	object	Rock
Some rock.	いくつかいわ。	examine	object	Rock
This fire is already in use, I wouldn't mess with it if I were you...	これひすでににつかう,わたしだろうとこれもしわたしだったあなた...	examine	object	Spit roast
They could do with a wash.	かれらことができたすると。	examine	object	Cooking Pots
It smells like the rats aren't washing often enough.	これのようなではないよく。	examine	object	Rat-hole
An elegant ceramic pot tarnished with the dirt of a hundred years.	やきもののなべとつちのの。	examine	object	Big vase
It smells a bit stuffy.	It smells a bit stuffy。	examine	object	Wardrobe
Ned is making some rope here.	いくつかなわここ。	examine	object	Ned's Table
A standard of Lumbridge Castle.	Lumbridge Castleの はただ。	examine	object	Standard
Marks the boundary of the garden.	のにわ。	examine	object	Picket fence
Just like in Varrock palace!	ちょうどのようなに!	examine	object	Garden fence
The sort of bench you get in churches.	のあなたなるに。	examine	object	Church pew
An expertly carved statue of a former King of Misthalin.	のもとのおうの。	examine	object	Statue
It's a large crack in the wall.	おおきいにかべ。	examine	object	Crack
An incredibly detailed stone sculpture.	incredibly detailed stone sculptureだ。	examine	object	Sculpture
Helps the Seers predict the weather when it's working.	Helps the Seers predict the weather when it's working。	examine	object	Weathervane
Helps the Seers predict the weather.	シーアーズがてんきをよそくするのをてつだう。	examine	object	Seers weathervane
A candle, a lens and some sort of crystal all precariously balanced together.	ろうそく,といくつかのすいしょうのすべて。	examine	object	Gnome landing light
A beacon so gnome gliders can safely land.	ことができる。	examine	object	Flashing landing light
This shop deals in antique swords.	これにけん。	examine	object	Swordshop Sign
Shop counter.	カウンターだ。	examine	object	Antiques Shop Stall
It overlooks the path below. Let's hope it won't fall on your head.	これみちした。これだろうあきのじょうにあなたの。	examine	object	Boulder
Someone is climbing down there! Looks dangerous.	だれかしたそこ!みえるあぶない。	examine	object	Boulder
Placed in a perfect position for stumbling over.	にかんぺきなちいうえの。	examine	object	Rock
There is a rope going over it.	そこなわうえのこれ。	examine	object	Rock
Someone is climbing down the rope.	だれかしたなわ。	examine	object	Rope
You will need to climb over it.	あなたひつようへのぼるうえのこれ。	examine	object	Rockslide
The tree stands tall at the edge of the pool.	きせがたかいでの。	examine	object	Tall tree
You can't stand on them, but maybe something can be wedged into there.	あなたことができないのじょうにかれら,しかしかもしれないことができるであるそこ。	examine	object	Clump of rocks
Something put on top of this wouldn't fall off, it's quite smooth and flat.	おいたのじょうにのこれだろうあきなめらかなと。	examine	object	Flat stone
Someone put a plank on top of the stone! Clever...	だれかおいたのじょうにのいし!...	examine	object	Flat stone
The pool looks very peaceful. You can also hear faint singing coming from it.	みえるとても。あなたことができるまたきくからこれ。	examine	object	Shining pool
The legendary White Pearl fruit is growing on these thorny bushes!	しろいのじょうに!	examine	object	Thorny bushes
There's a nasty stench coming from the cave.	からあな。	examine	object	Cave entrance
Faint rays of daylight shine through.	のひかるをとおりじて。	examine	object	Cave exit
It's very dark down there.	とてもくらいしたそこ。	examine	object	Cave exit
Very pointy, very sharp.	とてもとてもするどい。	examine	object	Standing spears
This is the place where you buried Asleif.	こればしょどこあなたうまった。	examine	object	Burial mound
Asleif was given a proper burial on this spot.	だったのじょうにこればしょ。	examine	object	Burial cairn
Sticky, dirty mud.	ねばねばした,きたないどろの。	examine	object	Mud
This stinks...	これ...	examine	object	Swamp
The roots go down into the mud.	いくしたどろの。	examine	object	Roots
Sticky, dirty roots covered in sticky, dirty mud.	ねばねばした,きたないおおわれたにねばねばした,きたないどろの。	examine	object	Roots
It's barely a door, really.	ドア,ほんとうに。	examine	object	Tent door
The entry to a special tent in the camp.	へとくべつなに。	examine	object	Tent door
It's just a big stone, really.	ちょうどおおきいいし,ほんとうに。	examine	object	Ancient Rock
Uh oh, someone is going to be in trouble!	だれかへであるに!	examine	object	Ancient Rock
It's only useful for hiding behind now.	It's only useful for hiding behind now。	examine	object	Dead tree
Very posh!	とても!	examine	object	Marble wall
A still for making lamp oil.	まだらんぷあぶら。	examine	object	Lamp oil still
The still has oil in.	まだあるあぶらに。	examine	object	Lamp oil still
Noxious fumes bubble up from the bowels of the earth.	うえからのち。	examine	object	Gas hole
You see a circle of light at the top.	あなたみるのひかりで。	examine	object	Climbing rope
An entrance to the dark caves.	いりぐちへくらい。	examine	object	Dark hole
I can jump from this stepping stone.	jump from this stepping stoneできそうだ。	examine	object	Stepping stone
Flying in mid-air!	に!	examine	object	Cannonball
A blocked passage.	さえぎられたつうろ。	examine	object	Passage
I'd better leave his expensive dwarven balls alone.	もっといいのこすかれのたかい。	examine	object	Cannonballs
Lighting for the caves.	どうくつのあかりだ。	examine	object	Fire
A mineral vein that looks distinctly like gold.	あきらかに きんに みえる こうみゃくだ。	examine	object	Gold vein
A mineral vein that has been mined to depletion.	あれあるいたへ。	examine	object	Depleted vein
Functions like an open door...	のようなあいているドア...	examine	object	Entrance
It's a tiny little blue flame. Is this the essence of the Arzinian Being?	ちいさいあおいほのお。これのである??	examine	object	Blue Fire
Powers the boat.	ボートにちからをあたえる。	examine	object	Boiler
A stand for hats.	ぼうしのスタンドだ。	examine	object	Hat stand
Some dwarf clothes that are obviously too small for me!	いくつかあれあまりにちいさいわたし!!	examine	object	Clothes
An empty weapon rack.	からのぶき。	examine	object	Weapon Rack
A weapon rack.	ぶき。	examine	object	Weapon Rack
A method of dwarf storage - not for storing dwarves!	のない!	examine	object	Cabinet
A method of dwarf storage.	dwarf storageの methodだ。	examine	object	Cabinet
Useful for a dwarf.	ドワーフにつかいいい。	examine	object	Table
A big desk, for a dwarf!	おおきいつくえ,!	examine	object	Desk
Spins yarn.	まわす。	examine	object	Spinning Machine
This booth is closed.	これとじている。	examine	object	Closed bank booth
The bank teller will serve you from here.	つとめるあなたからここ。	examine	object	Bank booth
A way upwards.	うえへのみちだ。	examine	object	Stairs
A way down.	した。	examine	object	Stairs
A treasure trove of knowledge.	knowledgeの treasure troveだ。	examine	object	Bookcase
A lovely place to cook meat.	ばしょへこっくにく。	examine	object	Fireplace
A great place to cook meat.	ばしょへこっくにく。	examine	object	Fireplace
A good source of water.	いいのみず。	examine	object	Well
Useful for keeping birds.	とりをかうのにつかいいい。	examine	object	Bird cage stand
Tower of rock.	やぐらのいわ。	examine	object	Column
Useful for making weapons.	ぶきをつくるのにつかいいい。	examine	object	Anvil
Used for getting water.	つかったみず。	examine	object	Sink
Used for getting drunk.	つかった。	examine	object	Bar
Bread and cakes are spread out over it.	ぱんとそとうえのこれ。	examine	object	Bakery stall
I can get clothes made up from this stall.	get clothes made up from this stallできそうだ。	examine	object	Clothes stall
A whole lot of tools for crafting.	tools for craftingの whole lotだ。	examine	object	Crafting stall
A fine piece of sculpting.	ぶちの。	examine	object	Giant Dwarf
Oblong boxes. You hope there isn't anything other than salt inside.	あなたそこではないほかのしおなか。	examine	object	Boxes
Wooden crates, contents unknown.	もくせいの。	examine	object	Crates
Dead meat. Dangling from the wall. Looks delicious.	しんでいるにく。からかべ。みえる。	examine	object	Hanging meat
It looks as hard as a rock, not very inviting.	これみえるとしてかたいとしていわ,ないとても。	examine	object	Bed
A smelly old mattress.	ふるい。	examine	object	Bed
Metal plating to protect the dwarf.	きんぞくのへ。	examine	object	Armour
Useful... for a dwarf!	!	examine	object	Armour
Being repaired.	である。	examine	object	Warhammer
I look shorter, but not necessarily sweeter!	わたしはちいさくみえるけど、かならずしもかわいくない。	examine	object	Dwarf mirror
Used for sitting.	つかった。	examine	object	Chair
Fit for a dwarven feast!	こびとのえんかいにぴったり。	examine	object	Table
Gives out light, but then you knew that already.	ひかりをだしているけど、そんなことはもうしってたね。	examine	object	Lamp
A simple place to sleep.	ばしょへねる。	examine	object	Poor Bed
A good dwarven bed. Too small for me!	こびとむけのいいベッドだ。わたしにはちいさすぎる。	examine	object	Bed
Many important meetings are held here...	おおくもったここ...	examine	object	Dwarven Consortium Table
Draped in cloth.	ぬのでおおわれている。	examine	object	Throne
A beautiful seat, fit for a King.	うつくしいおう。	examine	object	Throne
A dwarf table with chopping board.	テーブルと。	examine	object	Table
A barrel full of ranging equipment...	たるいっぱいのの...	examine	object	Barrel
I suppose he wants my money.	あいつはおれのおかねがほしいんだろう。	examine	object	Money Pot
A lovely table.	テーブル。	examine	object	Table
An expensive water feature.	たかいみず。	examine	object	Fountain
Stop for what, food?	とめる?	examine	object	Stop!
Yellow blossom, lovely.	きいろい。	examine	object	Plant
Closed.	とじている。	examine	object	Door
Open.	あいている。	examine	object	Door
A stone staircase.	いしかいだん。	examine	object	Staircase
Has upon it a beer, which I will not take for moral reasons.	そのじょうにビールがあるけど、どうぎてきなりゆうでとらない。	examine	object	Table
It's a goldfish! No, wait, it's just a bed.	きんぎょだ。あ、ちがう、ベッドだ。	examine	object	Bed
Lovely... Fresh.	すばらしい、あたらしい。	examine	object	Dung
Dry dung.	かわいた。	examine	object	Dung
Useful for pets.	ペットをかうのにつかいいい。	examine	object	Hutch
Bird cage.	とりかご。	examine	object	Cage
An empty cage, maybe the owner let the creature free... I do hope so.	からのかご,かもしれないさせるいきもの。わたしする。	examine	object	Golden cage
Lovely comfy looking big bed.	あたたかいみえているおおきいベッド。	examine	object	Bed
Laden with heaps of paper.	とのかみの。	examine	object	Study desk
Look at the size of this cactus.	みえるでのこれ。	examine	object	Cactus
There is a rope leading to the bottom of this smoke filled well.	そこなわへのこれけむりいど。	examine	object	Smokey well
A portal to another land?	ぽーたるへもうひとつの?	examine	object	Portal
Weird looking pillar.	へんなみえている。	examine	object	Pillar
A locked display case for valuable artefacts.	かぎがかかっている。	examine	object	Display case
One of the sculptures is missing. Oh yes, that was me!	の。はい,あれだったわたし!!	examine	object	Display case
It looks like the demon didn't survive after all.	the demon didn't survive after allのようだ。	examine	object	Skeleton
They look old. Older than me anyway.	かれらみえるふるい。わたし。	examine	object	Skeleton
I don't think he's going to make it.	わたしないへつくるこれ。	examine	object	Skeleton
I don't understand, why didn't he go back to Lumby?	わたしないわかる,なぜなかったかれいくもどってへ?	examine	object	Skeleton
A throne encrusted with sparkling gems.	throne encrusted with sparkling gemsだ。	examine	object	Throne
A throne from which you have removed the gems.	からあなたある。	examine	object	Throne
A statuette of a golem, facing right.	のみぎ。	examine	object	Statuette in alcove
A statuette of a golem, facing left.	のひだり。	examine	object	Statuette in alcove
The statuette is missing from this alcove.	からこれ。	examine	object	Alcove
A broken clay arm.	ねんど。	examine	object	Golem arm
A clay foot.	ねんど。	examine	object	Golem foot
Half a golem smashed and broken.	はんぶんと。	examine	object	Golem body
Smashed and half buried.	とはんぶんうまった。	examine	object	Golem head
A device once used for making pottery.	つかった。	examine	object	Broken kiln
Once upon a time this was used to make pottery.	じかんこれだったつかったへつくる。	examine	object	Broken kiln
Once upon a time this made clay hard.	じかんこれねんどかたい。	examine	object	Broken kiln
There was a lot of pottery made here a long time ago.	そこだったのここながいじかん。	examine	object	Broken kiln
A statue of a guy with a hammer.	a guy with a hammerの statueだ。	examine	object	Statue
A weathered old statue.	ふるい。	examine	object	Statue
A reclining lady.	やすむおんなのぞうだ。	examine	object	Statue
This statue has been tampered with.	これあるいたと。	examine	object	Statue
Contains a statue of a woman.	のおんな。	examine	object	Plinth
Empty.	からの。	examine	object	Plinth
A very heavy stone door.	とてもおもいいしドア。	examine	object	Door
A door to a demon's lair?	ドアへ?	examine	object	Door
A source of water for the river Elid.	のみずかわ。	examine	object	Cave
Maybe I could swing on this somehow...	かもしれないわたしことができたふるのじょうにこれ...	examine	object	Root
An old mystical torch.	ふるいたいまつ。	examine	object	Standing Torch
A magical aura seems to shimmer over the glass...	みえるへうえのガラスこっぷ...	examine	object	Mystical mirror
An ancient looking tomb.	みえている。	examine	object	Vampyre tomb
Climb this rope to go up.	のぼるこれなわへいくうえ。	examine	object	Rope
Blocked by an icicle.	さえぎられたで。	examine	object	Cave entrance
Blocked by two icicles.	さえぎられたで。	examine	object	Cave entrance
Blocked by three icicles.	さえぎられたで。	examine	object	Cave entrance
Blocked by four icicles.	さえぎられたで。	examine	object	Cave entrance
Blocked by five icicles.	さえぎられたで。	examine	object	Cave entrance
It looks very sturdy.	これみえるとても。	examine	object	Secure chest
Even rocks could freeze in this cold!	さえことができたにこれさむい!!	examine	object	Icy rock
Looks slippery.	みえるすべりやすい。	examine	object	Ice ledge
An ice gate.	こおりのもん。	examine	object	Ice gate
Chunky pieces of ice.	のこおりの。	examine	object	Ice chunks
A mysterious tunnel-like structure.	なぞめいたこうぞう。	examine	object	Tunnel
You can feel a mysterious power emanating from it...	あなたことができるかんじるなぞめいたからこれ...	examine	object	Obelisk
This door is sealed by an ancient mystical power...	これドアで...	examine	object	Mystical door
A fancy name for a coffin.	ひつぎのしゃれたよびほうだ。	examine	object	Sarcophagus
A strange thing to leave lying around...	へんなものへのこすのまわり...	examine	object	Sarcophagus
I hope this is just ornamental...	わたしこれちょうど...	examine	object	Sarcophagus
Uh-oh!	あう!	examine	object	Pitfall
You can see a small fissure in the ground here.	あなたことができるみるちいさいわれめにじめんここ。	examine	object	Crack
The body of a lion, the head of a man?	からだののおとこ??	examine	object	Sphinx
A smooth, sandstone door that is slightly warm to the touch.	なめらかな,ドアあれあたたかいへ。	examine	object	Pyramid entrance
A well down into the pyramid.	いどした。	examine	object	Well
A portal that leads you out of the pyramid.	ぽーたるあれみちびくあなたそとの。	examine	object	Portal
A mysterious ancient altar to some forgotten god...	なぞめいたへいくつか...	examine	object	Altar
Opens into another area.	あけるもうひとつのちいき。	examine	object	Doorway
A ladder that's almost not there at all...	はしごないそこですべて...	examine	object	Ladder
ALL of the numbers.	すべての。	examine	object	Treasure Trail Statistics
Bread and cakes for sale.	ぱんと。	examine	object	Bakery stall
An empty market stall.	からのみせ。	examine	object	Market stall
Best used with a horse.	もっともいいつかったとうま。	examine	object	Cart
A tropical tree.	き。	examine	object	Tree
A way to get in the tent.	へなるに。	examine	object	Tent flap
Wet and salty.	ぬれたと。	examine	object	Water
It's surrounded by mirrors.	It's surrounded by mirrors。	examine	object	Suntrap
A shiny mirror.	ぴかぴかした。	examine	object	Mirror
A large door with a hieroglyph of a cat.	おおきいドアとのねこ。	examine	object	Door
Looks like Watson's ideas board.	Watson's ideas boardのようだ。	examine	object	Pinboard
These things get everywhere.	These things get everywhere。	examine	object	Crate
It looks like a hole in the wall.	a hole in the wallのようだ。	examine	object	Hole
Rocky.	いわのおおい。	examine	object	Rock
An entrance into a tunnel. I wonder where it leads to.	いりぐち。わたしふしぎにおもうどここれみちびくへ。	examine	object	Rock
It looks like a door.	a doorのようだ。	examine	object	Door
Hmm. A door.	ドア。	examine	object	Door
That could hurt.	あれことができた。	examine	object	Wall Crusher
I can't see the bottom.	わたしことができないみる。	examine	object	Pit
It has a lid shaped like a man. I think it contains someone's liver. Yuck.	これあるのようなおとこ。わたしこれ	examine	object	Canopic Jar
It has a lid shaped like a crocodile. Yuck, I think there are lungs inside.	これあるのような。わたしそこなか。	examine	object	Canopic Jar
It has a lid shaped like a bug. Disgusting! I think there's a stomach inside.	これあるのような。わたしなか。	examine	object	Canopic Jar
It has a lid shaped like an ape. Eeew! I think it contains someone's intestines.	これあるのような。わたしこれ。	examine	object	Canopic Jar
A ladder! Never seen one of those before.	はしご!けしてのまえに。	examine	object	Ladder
I wonder where this goes?	わたしふしぎにおもうどここれいく??	examine	object	Staircase
Oops.	あらら。	examine	object	Broken logs
Rolls of colourful cloth.	のぬの。	examine	object	Cloth
A conveniently located bush.	しげみ。	examine	object	Inconspicuous bush (easy)
A tunnel leading upwards.	うえへのトンネルだ。	examine	object	Tunnel
A tunnel leading into the depths of the earth.	the earthの tunnel leading into the depthsだ。	examine	object	Tunnel
A rock wall infused with the power of Guthix.	いわかべとの。	examine	object	Weeping wall
The wall is weeping blue tears.	かべあおい。	examine	object	Blue tears
The wall is weeping green tears.	かべみどりの。	examine	object	Green tears
The wall is not weeping at the moment.	かべないで。	examine	object	Absence of tears
Stone with blue veins.	いしとあおい。	examine	object	Magical rocks
They don't look too easy to climb.	かれらないみえるあまりにへのぼる。	examine	object	Rocks
I could climb these.	わたしことができたのぼる。	examine	object	Rocks
Grow well in the dark.	そだついどにくらい。	examine	object	Mushrooms
Like a living wall.	のようなかべ。	examine	object	Hedge
Run for it! It's a gazebo!	はしるこれ!!	examine	object	Gazebo
Like a tiny private waterfall.	のような。	examine	object	Small fountain
A sculpture of flowing water.	のみず。	examine	object	Large fountain
Two little fishes forever spew water into the pond.	ちいさいみずいけ。	examine	object	Ornamental fountain
It's not the best chair but you think it would take your weight.	ないもっともいいいすしかしあなたこれとるあなたの。	examine	object	Chair
It's an ugly rug, but better than a bare floor.	きたないしかしもっといいゆか。	examine	object	Rug
The handkerchief of giants!	の!	examine	object	Rug
An opulent rug woven with gold leaf.	opulent rug woven with gold leafだ。	examine	object	Rug
A good source of scrolls!	いいの!	examine	object	Scroll rack
A wooden decoration, perhaps to cover a hole in the wall?	もくせいのおそらくへおおうあなにかべ??	examine	object	Wall decoration
An oak decoration to make the wall less bare.	へつくるかべすくない。	examine	object	Wall decoration
